Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
DSS,"Document Security Systems, Inc.",4.61,$26.9M,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/dss
DPW,"DPW Holdings, Inc.",1.68,$19.28M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dpw
DXF,Dunxin Financial Holdings Limited,1.11,$23.15M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/dxf
GRF,"Eagle Capital Growth Fund, Inc.",7.47,$30.44M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/grf
EVM,Eaton Vance California Municipal Bond Fund,11.45,$286.19M,2002,n/a,n/a,https://old.nasdaq.com/symbol/evm
CEV,Eaton Vance California Municipal Income Trust,13.38,$95.45M,1999,n/a,n/a,https://old.nasdaq.com/symbol/cev
EVV,Eaton Vance Limited Duration Income Fund,12.12,$1.41B,2003,n/a,n/a,https://old.nasdaq.com/symbol/evv
EIM,Eaton Vance Municipal Bond Fund,13.14,$945.46M,2002,n/a,n/a,https://old.nasdaq.com/symbol/eim
ENX,Eaton Vance New York Municipal Bond Fund,11.89,$215.43M,2002,n/a,n/a,https://old.nasdaq.com/symbol/enx
EVY,Eaton Vance New York Municipal Income Trust,13.46,$72.71M,1999,n/a,n/a,https://old.nasdaq.com/symbol/evy
ELMD,"Electromed, Inc.",8.41,$72.34M,2011,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/elmd
ELLO,Ellomay Capital Ltd.,35.74,$452.19M,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ello
ECF,Ellsworth Growth and Income Fund Ltd.,12.145,$160.38M,1986,n/a,n/a,https://old.nasdaq.com/symbol/ecf
ECF^A,Ellsworth Growth and Income Fund Ltd.,25.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ecf^a
EMAN,eMagin Corporation,1.245,$83.89M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/eman
MSN,Emerson Radio Corporation,0.7924,$16.67M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/msn
EMX,EMX Royalty Corporation,2.99,$252.15M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/emx
UUUU,Energy Fuels Inc,1.62,$212.34M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/uuuu
UUUU.WS,Energy Fuels Inc,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/uuuu.ws
ENSV,ENSERVCO Corporation,0.1357,$9.74M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ensv
ELA,Envela Corporation,4.36,$117.39M,n/a,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/ela
EQX,Equinox Gold Corp.,11.52,$2.78B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/eqx
ESP,Espey Mfg. & Electronics Corp.,18.49,$44.42M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/esp
EVBN,"Evans Bancorp, Inc.",23.24,$124.96M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/evbn
EVI,"EVI Industries, Inc.",31.12,$371.4M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/evi
EPM,"Evolution Petroleum Corporation, Inc.",2.15,$70.85M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/epm
EXN,Excellon Resources Inc.,3.09,$19.76M,2020,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/exn
FEN,First Trust Energy Income and Growth Fund,9.43,$188.8M,2004,n/a,n/a,https://old.nasdaq.com/symbol/fen
BDL,"Flanigan&#39;s Enterprises, Inc.",17.2,$31.97M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/bdl
FSI,Flexible Solutions International Inc.,2.75,$33.66M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/fsi
FTF,Franklin Limited Duration Income Trust,8.45,$254.67M,2003,n/a,n/a,https://old.nasdaq.com/symbol/ftf
FSP,Franklin Street Properties Corp.,4.12,$442.19M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fsp
FRD,Friedman Industries Inc.,5.71,$40.43M,n/a,Capital Goods,Steel/Iron Ore,https://old.nasdaq.com/symbol/frd
FTSI,"FTS International, Inc.",4.6,$24.75M,2018,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ftsi
FURY,Fury Gold Mines Limited,1.46,$171.92M,2020,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/fury
GAU,Galiano Gold Inc.,1.37,$305.78M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/gau
GGN,"GAMCO Global Gold, Natural Reources & Income Trust ",3.46,$570.59M,2005,n/a,n/a,https://old.nasdaq.com/symbol/ggn
GGN^B,"GAMCO Global Gold, Natural Reources & Income Trust ",25.37,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ggn^b
JOB,GEE Group Inc.,0.9101,$16.08M,n/a,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/job
GSAT,"Globalstar, Inc.",0.3447,$575.76M,2006,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/gsat
GORO,Gold Resource Corporation,3.05,$219.19M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/goro
GSV,Gold Standard Ventures Corporation,0.7103,$223.86M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/gsv
AUMN,Golden Minerals Company,0.505,$75.25M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/aumn
GSS,"Golden Star Resources, Ltd",4.22,$469.52M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gss
GV,Goldfield Corporation (The),4.19,$102.75M,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/gv
GLDG,GoldMining Inc.,2.49,$367.6M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gldg
GDP,Goodrich Petroleum Corporation,10.36,$131.11M,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/gdp
GTE,Gran Tierra Energy Inc.,0.1989,$72.99M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/gte
GPL,Great Panther Mining Limited,0.9145,$322.9M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gpl
SIM,"Grupo Simec, S.A. de C.V.",9.56,$1.48B,1993,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sim
AIM,"Hemispherx BioPharma, Inc.",2.04,$80.97M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/aim
HLM^,Hillman Group Capital Trust,29.13,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hlm^
HMG,"HMG/Courtland Properties, Inc.",11.0949,$11.18M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hmg
HUSA,Houston American Energy Corporation,1.36,$9.47M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/husa
HWM^,Howmet Aerospace Inc.,68,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hwm^
IBIO,"iBio, Inc.",1.73,$311.9M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ibio
IBO,IBO (Listing Market - NYSE Amex Network B F),24.84,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ibo
IMH,"Impac Mortgage Holdings, Inc.",1.51,$32.06M,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/imh
IMO,Imperial Oil Limited,14.13,$10.37B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/imo
IOR,"Income Opportunity Realty Investors, Inc.",12.36,$51.52M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ior
IGC,India Globalization Capital Inc.,1.57,$64.68M,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/igc
INDO,Indonesia Energy Corporation Limited,4.45,$32.97M,2019,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/indo
INFU,"InfuSystems Holdings, Inc.",13.14,$265.4M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/infu
IHT,InnSuites Hospitality Trust,1.605,$14.68M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/iht
NSPR,InspireMD Inc.,0.35,$11.75M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nspr
NSPR.WS,InspireMD Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nspr.ws
NSPR.WS.B,InspireMD Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nspr.ws.b
ITRG,Integra Resources Corp.,3.65,$199.32M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/itrg
INS,Intelligent Systems Corporation,35.58,$317.55M,1992,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ins
THM,International Tower Hill Mines Ltd,1.62,$315.75M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/thm
INTT,inTest Corporation,4.92,$51.36M,1997,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/intt
INUV,"Inuvo, Inc",0.429,$41.85M,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/inuv
VKI,Invesco Advantage Municipal Income Trust II,10.99,$487.86M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vki
ISR,"IsoRay, Inc.",0.3988,$34.79M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/isr
ISDR,Issuer Direct Corporation,22.12,$82.77M,n/a,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/isdr
ITP,"IT Tech Packaging, Inc.",0.6499,$18.53M,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/itp
KLR,"Kaleyra, Inc.",7.38,$210.15M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/klr
KLR.WS,"Kaleyra, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/klr.ws
KIQ,Kelso Technologies Inc,0.5335,$25.17M,n/a,Capital Goods,Railroads,https://old.nasdaq.com/symbol/kiq
LSF,"Laird Superfood, Inc.",48,$425.49M,2020,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lsf
LGL,"LGL Group, Inc. (The)",10.3,$107.37M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lgl
LCTX,"Lineage Cell Therapeutics, Inc.",1.29,$193.48M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/lctx
MAG,MAG Silver Corporation,19.86,$1.87B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mag
MHH,"Mastech Digital, Inc",16.24,$184.8M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/mhh
MTNB,"Matinas Biopharma Holdings, Inc.",0.8459,$168.29M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mtnb
MMX,Maverix Metals Inc.,5.23,$732.92M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mmx
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate",28.8,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ipb
MTA,Metalla Royalty & Streaming Ltd.,9.83,$385.48M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mta
MXC,Mexco Energy Corporation,5.05,$10.3M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mxc
MLSS,"Milestone Scientific, Inc.",1.47,$93.5M,2015,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/mlss
MYO,Myomo Inc.,4.61,$16.93M,2017,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/myo
NNVC,"NanoViricides, Inc.",3.46,$36.86M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/nnvc
ATEST,NASDAQ TEST STOCK,25.04,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atest
ATEST.A,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atest.a
ATEST.B,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atest.b
ATEST.C,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atest.c
NHC,National HealthCare Corporation,64.06,$983.8M,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/nhc
NAVB,"Navidea Biopharmaceuticals, Inc.",2.32,$61.06M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/navb
NTIP,"Network-1 Technologies, Inc.",2.84,$68.22M,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/ntip
NBW,Neuberger Berman California Municipal Fund Inc,13.065,$72.52M,2002,n/a,n/a,https://old.nasdaq.com/symbol/nbw
NHS,Neuberger Berman High Yield Strategies Fund,11.18,$218.46M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nhs
NML,Neuberger Berman MLP and Energy Income Fund Inc.,2.48,$140.51M,2013,n/a,n/a,https://old.nasdaq.com/symbol/nml
NBH,Neuberger Berman Municipal Fund Inc.,14.79,$278.27M,2002,n/a,n/a,https://old.nasdaq.com/symbol/nbh
NBO,Neuberger Berman New York Municipal Fund Inc.,11.97,$60.78M,2002,n/a,n/a,https://old.nasdaq.com/symbol/nbo
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc.",3.83,$181.62M,2003,n/a,n/a,https://old.nasdaq.com/symbol/nro
NBA.U,New Beginnings Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/nba.u
GBR,"New Concept Energy, Inc",1.55,$7.95M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/gbr
NEN,New England Realty Associates Limited Partnership,46.9838,$171.62M,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/nen
NGD,New Gold Inc.,1.97,$1.33B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ngd
NXE,Nexgen Energy Ltd.,1.71,$644.27M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nxe
NAK,"Northern Dynasty Minerals, Ltd.",0.7703,$390.23M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nak
NOG,"Northern Oil and Gas, Inc.",3.4,$152.86M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nog
NBY,"NovaBay Pharmaceuticals, Inc.",0.5393,$22.51M,2007,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nby
NG,Novagold Resources Inc.,11.45,$3.78B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ng
NTN,"NTN Buzztime, Inc.",1.95,$5.76M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ntn
